class_code,college_name,department_name,course_name,professor,class_time,class_type
EME2008-43,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",이진기,"화15:00-16:15【22310】,목16:30-17:45【22310】",일반수업
EME2012-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"고체역학
Solid Mechanics",김경훈,"화15:00-16:15【22312】,목16:30-17:45【22312】",일반수업
SSE3036-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3069-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
ECH3061-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체화학공정
Semiconductor Processing",채희엽,"월12:00-13:15【26308】,수13:30-14:45【26308】",강의저장수업
EME2007-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"열역학
Engineering Thermodynamics",권오채,"월15:00-16:15【22409】,수16:30-17:45【22409】",일반수업
EME2008-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김성민,"화16:30-17:45【22312】,목15:00-16:15【22312】",국제어수업
EME2008-42,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김윤제,"화16:30-17:45【22310】,목15:00-16:15【22310】",일반수업
EME2008-43,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",이진기,"화15:00-16:15【22310】,목16:30-17:45【22310】",일반수업
EME2012-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"고체역학
Solid Mechanics",김경훈,"화15:00-16:15【22312】,목16:30-17:45【22312】",일반수업
SSE3036-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3069-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
ECH3061-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체화학공정
Semiconductor Processing",채희엽,"월12:00-13:15【26308】,수13:30-14:45【26308】",강의저장수업
EME2007-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"열역학
Engineering Thermodynamics",권오채,"월15:00-16:15【22409】,수16:30-17:45【22409】",일반수업
EME2008-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김성민,"화16:30-17:45【22312】,목15:00-16:15【22312】",국제어수업
EME2008-42,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김윤제,"화16:30-17:45【22310】,목15:00-16:15【22310】",일반수업
EME2008-43,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",이진기,"화15:00-16:15【22310】,목16:30-17:45【22310】",일반수업
EME2012-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"고체역학
Solid Mechanics",김경훈,"화15:00-16:15【22312】,목16:30-17:45【22312】",일반수업
SSE3036-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3069-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
ECH3061-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체화학공정
Semiconductor Processing",채희엽,"월12:00-13:15【26308】,수13:30-14:45【26308】",강의저장수업
EME2007-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"열역학
Engineering Thermodynamics",권오채,"월15:00-16:15【22409】,수16:30-17:45【22409】",일반수업
EME2008-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김성민,"화16:30-17:45【22312】,목15:00-16:15【22312】",국제어수업
EME2008-42,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김윤제,"화16:30-17:45【22310】,목15:00-16:15【22310】",일반수업
EME2008-43,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",이진기,"화15:00-16:15【22310】,목16:30-17:45【22310】",일반수업
EME2012-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"고체역학
Solid Mechanics",김경훈,"화15:00-16:15【22312】,목16:30-17:45【22312】",일반수업
SSE3036-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3069-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
ECH3061-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체화학공정
Semiconductor Processing",채희엽,"월12:00-13:15【26308】,수13:30-14:45【26308】",강의저장수업
EME2007-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"열역학
Engineering Thermodynamics",권오채,"월15:00-16:15【22409】,수16:30-17:45【22409】",일반수업
EME2008-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김성민,"화16:30-17:45【22312】,목15:00-16:15【22312】",국제어수업
EME2008-42,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김윤제,"화16:30-17:45【22310】,목15:00-16:15【22310】",일반수업
EME2008-43,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",이진기,"화15:00-16:15【22310】,목16:30-17:45【22310】",일반수업
EME2012-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"고체역학
Solid Mechanics",김경훈,"화15:00-16:15【22312】,목16:30-17:45【22312】",일반수업
SSE3036-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3069-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
ECH3061-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체화학공정
Semiconductor Processing",채희엽,"월12:00-13:15【26308】,수13:30-14:45【26308】",강의저장수업
EME2007-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"열역학
Engineering Thermodynamics",권오채,"월15:00-16:15【22409】,수16:30-17:45【22409】",일반수업
EME2008-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김성민,"화16:30-17:45【22312】,목15:00-16:15【22312】",국제어수업
EME2008-42,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",김윤제,"화16:30-17:45【22310】,목15:00-16:15【22310】",일반수업
EME2008-43,정보통신대학,반도체소재부품장비패키징 융합트랙,"유체역학
Fluid Mechanics",이진기,"화15:00-16:15【22310】,목16:30-17:45【22310】",일반수업
EME2012-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"고체역학
Solid Mechanics",김경훈,"화15:00-16:15【22312】,목16:30-17:45【22312】",일반수업
SSE3036-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3069-41,정보통신대학,반도체소재부품장비패키징 융합트랙,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
ECE4246-41,정보통신대학,반도체시스템공학과,"디지털제어
Digital Control",유관호,"월15:00-16:15【23413】,월16:30-17:45【23413】",국제어수업
ECE4261-41,정보통신대학,반도체시스템공학과,"나노소자공학
Nano Device",김길호,"화15:00-16:15【21514】,화16:30-17:45【21514】",국제어수업
ECE4275-41,정보통신대학,반도체시스템공학과,"고체전자물리
Solid State Physics for Electrical Engineers",홍병유,"목15:00-16:15【22409】,목16:30-17:45【22409】",국제어수업
ECE4276-41,정보통신대학,반도체시스템공학과,"지능형생체소자개론
Introduction to Intelligent Bioelectronic Devices",원상민,"목09:00-10:15【21121】,목10:30-11:45【21121】",일반수업
ECE4278-41,정보통신대학,반도체시스템공학과,"SOC설계및실습
SOC Design and Practice",김정래,"월15:00-16:15【400102】,월16:30-17:45【400212】",강의저장수업
ECE4279-41,정보통신대학,반도체시스템공학과,"메모리반도체설계
Memory Semiconductor Design",권기원,"월13:30-14:45【400118】,수12:00-13:15【400118】",강의저장수업
ECE4280-41,정보통신대학,반도체시스템공학과,"무선네트워크코너스톤
Wireless Networks Cornerstone",정민영,"월12:00-13:15【22110】,월13:30-14:45【22110】",국제어수업
ECE7001-42,정보통신대학,반도체시스템공학과,"반도체소자시뮬레이션
Semiconductor Device Simulation and Practice",정일섭,"화12:00-13:15【23529】,화13:30-14:45【23529】",일반수업
EEE2007-43,정보통신대학,반도체시스템공학과,"반도체공학
Semiconductor Electronics",이재형,"화10:30-11:45【22312】,목09:00-10:15【22312】",일반수업
EEE3009-41,정보통신대학,반도체시스템공학과,"디스플레이공학
Display Electronics",송장근,"월16:30-17:45【22409】,수15:00-16:15【22409】",일반수업
ECE4278-41,정보통신대학,반도체시스템공학과,"SOC설계및실습
SOC Design and Practice",김정래,"월15:00-16:15【400102】,월16:30-17:45【400212】",강의저장수업
ECE4279-41,정보통신대학,반도체시스템공학과,"메모리반도체설계
Memory Semiconductor Design",권기원,"월13:30-14:45【400118】,수12:00-13:15【400118】",강의저장수업
ECE4280-41,정보통신대학,반도체시스템공학과,"무선네트워크코너스톤
Wireless Networks Cornerstone",정민영,"월12:00-13:15【22110】,월13:30-14:45【22110】",국제어수업
ECE7001-42,정보통신대학,반도체시스템공학과,"반도체소자시뮬레이션
Semiconductor Device Simulation and Practice",정일섭,"화12:00-13:15【23529】,화13:30-14:45【23529】",일반수업
EEE2007-41,정보통신대학,반도체시스템공학과,"반도체공학
Semiconductor Electronics",노용한,"화10:30-11:45【21502】,목09:00-10:15【21502】",일반수업
EEE2007-42,정보통신대학,반도체시스템공학과,"반도체공학
Semiconductor Electronics",이준신,"화16:30-17:45【22110】,목15:00-16:15【22110】",국제어수업
EEE2007-43,정보통신대학,반도체시스템공학과,"반도체공학
Semiconductor Electronics",이재형,"화10:30-11:45【22312】,목09:00-10:15【22312】",일반수업
EEE3009-41,정보통신대학,반도체시스템공학과,"디스플레이공학
Display Electronics",송장근,"월16:30-17:45【22409】,수15:00-16:15【22409】",일반수업
EEE3011-41,정보통신대학,반도체시스템공학과,"디지털신호처리
Digital Signal Processing",전병우,"화12:00-13:15【22211】,목13:30-14:45【22211】",국제어수업
EEE3032-41,정보통신대학,반도체시스템공학과,"통신시스템
Communication Systems",김상효,"월12:00-13:15【21514】,수13:30-14:45【21514】",일반수업
EEE3052-41,정보통신대학,반도체시스템공학과,"운영체제입문
Introduction to Operating Systems",고종환,"화13:30-14:45【330110】,목12:00-13:15【330110】",일반수업
EEE3055-41,정보통신대학,반도체시스템공학과,"광전자공학
Optoelectronics",이명현,"월12:00-13:15【22211】,수13:30-14:45【22211】",일반수업
EEE2007-41,정보통신대학,반도체시스템공학과,"반도체공학
Semiconductor Electronics",노용한,"화10:30-11:45【21502】,목09:00-10:15【21502】",일반수업
EEE2007-42,정보통신대학,반도체시스템공학과,"반도체공학
Semiconductor Electronics",이준신,"화16:30-17:45【22110】,목15:00-16:15【22110】",국제어수업
ICE2001-41,정보통신대학,반도체시스템공학과,"논리회로
Logic Circuits",박종구,"월12:00-13:15【22410】,수13:30-14:45【22410】",일반수업
EEE3032-41,정보통신대학,반도체시스템공학과,"통신시스템
Communication Systems",김상효,"월12:00-13:15【21514】,수13:30-14:45【21514】",일반수업
EEE3052-41,정보통신대학,반도체시스템공학과,"운영체제입문
Introduction to Operating Systems",고종환,"화13:30-14:45【330110】,목12:00-13:15【330110】",일반수업
EEE3055-41,정보통신대학,반도체시스템공학과,"광전자공학
Optoelectronics",이명현,"월12:00-13:15【22211】,수13:30-14:45【22211】",일반수업
ERC2007-41,정보통신대학,반도체시스템공학과,"공학수치해석
Engineering Numerical Analysis",전경수,"목09:00-10:15【26223】,목10:30-11:45【26223】",일반수업
ERC2007-42,정보통신대학,반도체시스템공학과,"공학수치해석
Engineering Numerical Analysis",자비단,"화13:30-14:45【26515】,목12:00-13:15【26515】",국제어수업
ERC2008-41,정보통신대학,반도체시스템공학과,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】",일반수업
ERC2008-42,정보통신대학,반도체시스템공학과,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】",일반수업
ICE2001-41,정보통신대학,반도체시스템공학과,"논리회로
Logic Circuits",박종구,"월12:00-13:15【22410】,수13:30-14:45【22410】",일반수업
ICE2001-42,정보통신대학,반도체시스템공학과,"논리회로
Logic Circuits",박형원,"화09:00-10:15【21534】,목10:30-11:45【21534】",국제어수업
ICE2001-43,정보통신대학,반도체시스템공학과,"논리회로
Logic Circuits",유재천,"화12:00-13:15【22409】,목13:30-14:45【22409】",일반수업
ICE2003-41,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",정민영,"월16:30-17:45【21502】,수15:00-16:15【21502】",일반수업
ICE2003-43,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",김중규,"화10:30-11:45【22211】,목09:00-10:15【22211】",일반수업
ERC2007-42,정보통신대학,반도체시스템공학과,"공학수치해석
Engineering Numerical Analysis",자비단,"화13:30-14:45【26515】,목12:00-13:15【26515】",국제어수업
ERC2008-41,정보통신대학,반도체시스템공학과,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】",일반수업
ERC2008-42,정보통신대학,반도체시스템공학과,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】",일반수업
ICE2001-43,정보통신대학,반도체시스템공학과,"논리회로
Logic Circuits",유재천,"화12:00-13:15【22409】,목13:30-14:45【22409】",일반수업
ICE2003-41,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",정민영,"월16:30-17:45【21502】,수15:00-16:15【21502】",일반수업
ICE2003-43,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",김중규,"화10:30-11:45【22211】,목09:00-10:15【22211】",일반수업
ICE2003-44,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",이준호,"화13:30-14:45【22211】,목12:00-13:15【22211】",일반수업
ICE2003-45,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",박정우,"화15:00-16:15【400118】,목16:30-17:45【400118】",일반수업
ICE2005-41,정보통신대학,반도체시스템공학과,"논리회로설계실험
Logic Design Laboratory",전일용,"월18:00-18:50【22203】,월19:00-19:50【22203】,월20:00-20:50【22203】,토11:00-11:50【22203】",일반수업
ICE2005-42,정보통신대학,반도체시스템공학과,"논리회로설계실험
Logic Design Laboratory",박준은,"수18:00-18:50【22203】,수19:00-19:50【22203】,수20:00-20:50【22203】,토12:00-12:50【22203】",일반수업
ICE2016-42,정보통신대학,반도체시스템공학과,"기초공학수학1
Elements of Engineering Mathematics 1",송봉식,"금12:00-13:15【61304A】,금13:30-14:45【61352】",일반수업
ICE2017-41,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",박일한,"월12:00-13:15【85713】,수13:30-14:45【85713】",일반수업
ICE2017-42,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",미트라게게르치,"월13:30-14:45【21502】,수12:00-13:15【21502】",국제어수업
ICE2017-43,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",미트라게게르치,"월16:30-17:45【22410】,수15:00-16:15【22410】",국제어수업
ICE2017-44,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",김응기,"화16:30-17:45【400126】,목15:00-16:15【400126】",강의저장수업
ICE2003-45,정보통신대학,반도체시스템공학과,"확률및랜덤프로세스
Probability and Random Processes",박정우,"화15:00-16:15【400118】,목16:30-17:45【400118】",일반수업
ICE2005-41,정보통신대학,반도체시스템공학과,"논리회로설계실험
Logic Design Laboratory",전일용,"월18:00-18:50【22203】,월19:00-19:50【22203】,월20:00-20:50【22203】,토11:00-11:50【22203】",일반수업
ICE2005-42,정보통신대학,반도체시스템공학과,"논리회로설계실험
Logic Design Laboratory",박준은,"수18:00-18:50【22203】,수19:00-19:50【22203】,수20:00-20:50【22203】,토12:00-12:50【22203】",일반수업
ICE2016-42,정보통신대학,반도체시스템공학과,"기초공학수학1
Elements of Engineering Mathematics 1",송봉식,"금12:00-13:15【61304A】,금13:30-14:45【61352】",일반수업
ICE2017-41,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",박일한,"월12:00-13:15【85713】,수13:30-14:45【85713】",일반수업
ICE2017-42,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",미트라게게르치,"월13:30-14:45【21502】,수12:00-13:15【21502】",국제어수업
ICE2017-43,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",미트라게게르치,"월16:30-17:45【22410】,수15:00-16:15【22410】",국제어수업
ICE2017-44,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",김응기,"화16:30-17:45【400126】,목15:00-16:15【400126】",강의저장수업
ICE2017-45,정보통신대학,반도체시스템공학과,"기초공학수학2
Elements of Engineering Mathematics 2",박일한,"금12:00-13:15【21514】,금13:30-14:45【21514】",일반수업
ICE3014-41,정보통신대학,반도체시스템공학과,"멀티미디어공학
Multimedia Engineering",전병우,"월13:30-14:45【22211】,수12:00-13:15【22211】",국제어수업
ICE3024-41,정보통신대학,반도체시스템공학과,"디지털시스템
Digital Systems",김종태,"월13:30-14:45【21514】,수12:00-13:15【21514】",일반수업
ICE3028-41,정보통신대학,반도체시스템공학과,"임베디드시스템설계
Embedded System Design",전강은,"월18:00-19:15【21514】,수18:00-19:15【21514】",국제어수업
ICE3045-41,정보통신대학,반도체시스템공학과,"기계학습개론
Introduction to Machine Learning",박은병,"화16:30-17:45【23219】,목15:00-16:15【23219】",일반수업
ICE3050-41,정보통신대학,반도체시스템공학과,"기계학습종합설계
Cornerstone Design: Advanced Machine Learning",박은병,"화09:00-10:15【400102】,화10:30-11:45【400102】",일반수업
ICE3051-41,정보통신대학,반도체시스템공학과,"자율주행캡스톤디자인
Autonomous driving capstone design",전일용,"금15:00-16:15【22202】,금16:30-17:45【22202】",일반수업
ICE3014-41,정보통신대학,반도체시스템공학과,"멀티미디어공학
Multimedia Engineering",전병우,"월13:30-14:45【22211】,수12:00-13:15【22211】",국제어수업
ICE3024-41,정보통신대학,반도체시스템공학과,"디지털시스템
Digital Systems",김종태,"월13:30-14:45【21514】,수12:00-13:15【21514】",일반수업
ICE3028-41,정보통신대학,반도체시스템공학과,"임베디드시스템설계
Embedded System Design",전강은,"월18:00-19:15【21514】,수18:00-19:15【21514】",국제어수업
ICE3029-41,정보통신대학,반도체시스템공학과,"마이크로프로세서실험
MicroProcessor Laboratory",마난무함마드,"금18:00-18:50【22202】,금19:00-19:50【22202】,금20:00-20:50【22202】,금21:00-21:45【22202】",국제어수업
ICE3043-41,정보통신대학,반도체시스템공학과,"스마트카공학개론
Introduction to Smart Car Engineering",전재욱,"금09:00-10:15【23217】,금10:30-11:45【23217】",일반수업
ICE3045-41,정보통신대학,반도체시스템공학과,"기계학습개론
Introduction to Machine Learning",박은병,"화16:30-17:45【23219】,목15:00-16:15【23219】",일반수업
ICE3050-41,정보통신대학,반도체시스템공학과,"기계학습종합설계
Cornerstone Design: Advanced Machine Learning",박은병,"화09:00-10:15【400102】,화10:30-11:45【400102】",일반수업
ICE3051-41,정보통신대학,반도체시스템공학과,"자율주행캡스톤디자인
Autonomous driving capstone design",전일용,"금15:00-16:15【22202】,금16:30-17:45【22202】",일반수업
SFC4002-41,정보통신대학,반도체시스템공학과,"스마트팩토리캡스톤디자인2
Smart Factory Capstone Design 2",이채규,"화18:00-19:15【26312】,화19:30-20:45【26312】",일반수업
SSE2005-41,정보통신대학,반도체시스템공학과,"반도체물리
Physical Electronics",고관협,"화09:00-10:15【400118】,목10:30-11:45【400118】",강의저장수업
SSE2016-41,정보통신대학,반도체시스템공학과,"기초전기회로실험
Electric Circuits Laboratory",김소영,"월18:00-18:50【400118】,월19:00-19:50【400322】,월20:00-20:50【400322】,월21:00-21:45【400322】",일반수업
SSE2016-42,정보통신대학,반도체시스템공학과,"기초전기회로실험
Electric Circuits Laboratory",김소영,"화18:00-18:50【400118】,화19:00-19:50【400322】,화20:00-20:50【400322】,화21:00-21:45【400322】",일반수업
ICE3043-41,정보통신대학,반도체시스템공학과,"스마트카공학개론
Introduction to Smart Car Engineering",전재욱,"금09:00-10:15【23217】,금10:30-11:45【23217】",일반수업
SSE2021-41,정보통신대학,반도체시스템공학과,"마이크로전자회로2
Electronic Circuits II",김병성,"월12:00-13:15【400118】,수13:30-14:45【400118】",강의저장수업
SSE2027-41,정보통신대학,반도체시스템공학과,"기초전기회로2
Electric Circuits-II",김병성,"월09:00-10:15【400126】,수10:30-11:45【400126】",강의저장수업
SSE2005-41,정보통신대학,반도체시스템공학과,"반도체물리
Physical Electronics",고관협,"화09:00-10:15【400118】,목10:30-11:45【400118】",강의저장수업
SSE2016-41,정보통신대학,반도체시스템공학과,"기초전기회로실험
Electric Circuits Laboratory",김소영,"월18:00-18:50【400118】,월19:00-19:50【400322】,월20:00-20:50【400322】,월21:00-21:45【400322】",일반수업
SSE2016-42,정보통신대학,반도체시스템공학과,"기초전기회로실험
Electric Circuits Laboratory",김소영,"화18:00-18:50【400118】,화19:00-19:50【400322】,화20:00-20:50【400322】,화21:00-21:45【400322】",일반수업
SSE2016-43,정보통신대학,반도체시스템공학과,"기초전기회로실험
Electric Circuits Laboratory",김소영,"목18:00-18:50【400118】,목19:00-19:50【400322】,목20:00-20:50【400322】,목21:00-21:45【400322】",일반수업
SSE2017-41,정보통신대학,반도체시스템공학과,"마이크로전자회로실험
Electronic Circuits Laboratory",이윤명,"수18:00-18:50【400126】,수19:00-19:50【400213】,수20:00-20:50【400213】,수21:00-21:45【400213】",일반수업
SSE2017-42,정보통신대학,반도체시스템공학과,"마이크로전자회로실험
Electronic Circuits Laboratory",이윤명,"목18:00-18:50【400126】,목19:00-19:50【400213】,목20:00-20:50【400213】,목21:00-21:45【400213】",일반수업
SSE2021-41,정보통신대학,반도체시스템공학과,"마이크로전자회로2
Electronic Circuits II",김병성,"월12:00-13:15【400118】,수13:30-14:45【400118】",강의저장수업
SSE2027-41,정보통신대학,반도체시스템공학과,"기초전기회로2
Electric Circuits-II",김병성,"월09:00-10:15【400126】,수10:30-11:45【400126】",강의저장수업
SSE2029-41,정보통신대학,반도체시스템공학과,"자료구조및알고리즘
Data Structures and Algorithms",홍석인,"화12:00-13:15【400126】,목13:30-14:45【400126】",일반수업
SSE2029-42,정보통신대학,반도체시스템공학과,"자료구조및알고리즘
Data Structures and Algorithms",홍석인,"화15:00-16:15【400126】,목16:30-17:45【400126】",일반수업
SSE3021-41,정보통신대학,반도체시스템공학과,"디지털집적회로설계
Digital Integrated Circuits",이윤명,"월16:30-17:45【400126】,수15:00-16:15【400126】",강의저장수업
SSE3036-41,정보통신대학,반도체시스템공학과,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE2017-41,정보통신대학,반도체시스템공학과,"마이크로전자회로실험
Electronic Circuits Laboratory",이윤명,"수18:00-18:50【400126】,수19:00-19:50【400213】,수20:00-20:50【400213】,수21:00-21:45【400213】",일반수업
SSE2017-42,정보통신대학,반도체시스템공학과,"마이크로전자회로실험
Electronic Circuits Laboratory",이윤명,"목18:00-18:50【400126】,목19:00-19:50【400213】,목20:00-20:50【400213】,목21:00-21:45【400213】",일반수업
SSE2029-41,정보통신대학,반도체시스템공학과,"자료구조및알고리즘
Data Structures and Algorithms",홍석인,"화12:00-13:15【400126】,목13:30-14:45【400126】",일반수업
SSE2029-42,정보통신대학,반도체시스템공학과,"자료구조및알고리즘
Data Structures and Algorithms",홍석인,"화15:00-16:15【400126】,목16:30-17:45【400126】",일반수업
SSE3021-41,정보통신대학,반도체시스템공학과,"디지털집적회로설계
Digital Integrated Circuits",이윤명,"월16:30-17:45【400126】,수15:00-16:15【400126】",강의저장수업
SSE3036-41,정보통신대학,반도체시스템공학과,"반도체공정
Semiconductor Integration Engineering",강만석,"금09:00-10:15【330110】,금10:30-11:45【330110】",일반수업
SSE3067-41,정보통신대학,반도체시스템공학과,"집적회로종합설계
Integrated Circuits Cornerstone Design",권기원,"화13:00-13:50【400212】,화14:00-14:50【400212】,화15:00-15:50【400212】,화16:00-16:50【400212】",일반수업
SSE3068-41,정보통신대학,반도체시스템공학과,"C++프로그래밍실습
C++ Programming Practice",홍석인,"화18:00-18:50【400112】,화19:00-19:50【400202】,화20:00-20:50【400202】,화21:00-21:45【400202】",일반수업
SSE3069-41,정보통신대학,반도체시스템공학과,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
SWE2001-41,정보통신대학,반도체시스템공학과,"시스템프로그램
System Program",이호준,"화16:30-17:45【26310】,목15:00-16:15【26310】",국제어수업
SWE2001-42,정보통신대학,반도체시스템공학과,"시스템프로그램
System Program",엄영익,"화15:00-16:15【26310】,목16:30-17:45【26310】",일반수업
SWE2015-41,정보통신대학,반도체시스템공학과,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업
SWE2015-42,정보통신대학,반도체시스템공학과,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업
SWE2015-43,정보통신대학,반도체시스템공학과,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업
SWE2016-41,정보통신대학,반도체시스템공학과,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",국제어수업
SSE3068-41,정보통신대학,반도체시스템공학과,"C++프로그래밍실습
C++ Programming Practice",홍석인,"화18:00-18:50【400112】,화19:00-19:50【400202】,화20:00-20:50【400202】,화21:00-21:45【400202】",일반수업
SSE3069-41,정보통신대학,반도체시스템공학과,"스토리지아키텍처
Storage Architecture",신동군,"화13:30-14:45【400202】,목12:00-13:15【400126】",일반수업
SWE2001-41,정보통신대학,반도체시스템공학과,"시스템프로그램
System Program",이호준,"화16:30-17:45【26310】,목15:00-16:15【26310】",국제어수업
SWE2015-41,정보통신대학,반도체시스템공학과,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업
SWE2015-42,정보통신대학,반도체시스템공학과,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업
SWE2015-43,정보통신대학,반도체시스템공학과,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업
SWE2016-41,정보통신대학,반도체시스템공학과,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",국제어수업
